,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
10125,EZ Cleaner - Booster Optimizer,TOOLS,4.4,6.801,2.8,500000.0,Free,0.0,Everyone,Tools,"January 8, 2018",1.3.1,4.0.3 and up
10126,EZ PZ RPG,FAMILY,3.8,70.903,47.0,1000000.0,Free,0.0,Everyone 10+,Role Playing,"October 27, 2016",2.164.4,2.3 and up
10127,EZ Receipts,FINANCE,4.0,2.187,,100000.0,Free,0.0,Everyone,Finance,"August 1, 2018",Varies with device,Varies with device
10129,EZ Inspections,PRODUCTIVITY,2.8,0.16,7.6,10000.0,Free,0.0,Everyone,Productivity,"July 27, 2018",4.5.24,4.2 and up
10131,EZ Display,PRODUCTIVITY,2.9,0.28,10.0,50000.0,Free,0.0,Everyone,Productivity,"November 14, 2014",1.0.0.457,4.0 and up
10134,EZ File Manager(Root Explorer),PRODUCTIVITY,3.5,0.626,1.2,100000.0,Free,0.0,Everyone,Productivity,"June 23, 2015",1.1,3.2 and up
10138,Ez Mirror Match,GAME,4.4,3.344,36.0,500000.0,Free,0.0,Everyone,Arcade,"January 3, 2018",2.1,4.0 and up
10139,EZ Notes Lite,PRODUCTIVITY,4.4,0.069,3.5,1000.0,Free,0.0,Everyone,Productivity,"July 8, 2016",2.79,4.0 and up
10140,EZ Bluetooth,TOOLS,4.2,0.789,,50000.0,Free,0.0,Everyone,Tools,"August 5, 2014",Varies with device,Varies with device
10144,EZ-GUI Ground Station,TOOLS,4.7,3.696,29.0,50000.0,Free,0.0,Everyone,Tools,"August 10, 2017",4.5,4.3 and up
10146,E-Z App™ Train Control,TOOLS,4.3,0.033,46.0,1000.0,Free,0.0,Everyone,Tools,"December 6, 2016",1.0,4.3 and up
10147,EZ App Installer,TOOLS,4.1,0.533,1.4,100000.0,Free,0.0,Everyone,Tools,"July 22, 2017",1.4.13,4.0 and up
10149,EZ Pass,TOOLS,2.5,0.015,0.228,5000.0,Free,0.0,Everyone,Tools,"September 10, 2016",1.3,2.3 and up
10154,EZ-VPNGate,TOOLS,4.3,0.036,12.0,5000.0,Free,0.0,Everyone,Tools,"August 21, 2017",1.0.7,4.0.3 and up
10155,EZ Switch Widget,PRODUCTIVITY,4.2,2.412,0.192,100000.0,Free,0.0,Everyone,Productivity,"September 27, 2012",0.1.8 beta,2.2 and up
10156,EZ-Builder Mobile,FAMILY,4.3,0.051,57.0,5000.0,Free,0.0,Everyone,Education,"April 2, 2018",2018.04.02.00,3.0 and up
10157,EZ LED,TOOLS,2.2,0.019,2.1,1000.0,Free,0.0,Everyone,Tools,"September 5, 2017",1.1,4.3 and up
10158,F&M Bank - EZ Banking,FINANCE,3.9,0.049,3.9,10000.0,Free,0.0,Everyone,Finance,"February 24, 2017",3.34.0+1702241319.a,4.1 and up
10159,My EZ-Link Mobile,LIFESTYLE,2.8,3.187,11.0,100000.0,Free,0.0,Everyone,Lifestyle,"January 27, 2017",1.0.11,4.0 and up
10160,EZ Financial Calculator,FINANCE,4.4,0.032,2.3,1000.0,Free,0.0,Everyone,Finance,"January 13, 2018",2.3,4.4 and up
10162,EZ Screenshot,TOOLS,4.4,0.055,1.4,5000.0,Free,0.0,Everyone,Tools,"September 12, 2017",1.1.4,5.0 and up
10163,EZ Utilities Extension,TOOLS,3.9,0.033,0.473,5000.0,Free,0.0,Everyone,Tools,"May 5, 2016",9.0,6.0 and up
10164,EZ-Placard - Free Placard Calculator,TOOLS,2.9,0.007,2.4,1000.0,Free,0.0,Everyone,Tools,"October 26, 2017",2,4.1 and up
10167,HTC Sense Input - FA,TOOLS,4.6,1.42,1.6,100000.0,Free,0.0,Everyone,Tools,"November 9, 2015",1.0.606863,5.0 and up
10174,CNY Slots : Gong Xi Fa Cai 发财机,GAME,3.6,0.033,71.0,5000.0,Free,0.0,Teen,Casino,"June 6, 2017",1.2,4.0.3 and up
10175,Il Coccodrillo Come Fa,FAMILY,3.4,0.017,0.246,1000.0,Free,0.0,Everyone,Entertainment,"November 21, 2014",1.0,4.0 and up
10177,Farsi Keyboard,TOOLS,4.3,9.716,1.3,1000000.0,Free,0.0,Everyone,Tools,"April 10, 2018",4.7,4.0 and up
10179,Golden HoYeah Slots - Real Casino Slots,GAME,4.4,201.537,68.0,5000000.0,Free,0.0,Teen,Casino,"August 1, 2018",2.1.7,4.0.3 and up
10181,FaFaFa™ Gold Casino: Free slot machines,GAME,4.3,11.051,44.0,1000000.0,Free,0.0,Teen,Casino,"June 25, 2018",1.9.58,4.0.3 and up
10189,Heart of Vegas™ Slots – Free Slot Casino Games,GAME,4.5,264.282,48.0,10000000.0,Free,0.0,Teen,Casino,"July 12, 2018",3.10.43,4.0.3 and up
10191,Authy 2-Factor Authentication,TOOLS,4.3,15.07,6.3,1000000.0,Free,0.0,Everyone,Tools,"July 30, 2018",23.2.7,4.0.3 and up
10193,Block Puzzle - Wood Legend,FAMILY,4.4,318.867,10.0,10000000.0,Free,0.0,Everyone,Puzzle,"July 6, 2018",26.0,4.0.3 and up
10195,Flash Light on Call & SMS,TOOLS,4.1,25.438,3.2,1000000.0,Free,0.0,Everyone,Tools,"April 24, 2018",1.2.3,4.0.3 and up
10196,Fart sound pranks,FAMILY,3.8,283.823,,50000000.0,Free,0.0,Everyone 10+,Casual,"November 23, 2016",Varies with device,Varies with device
10201,Mini for fb lite,TOOLS,4.0,0.71,1.1,100000.0,Free,0.0,Everyone,Tools,"May 24, 2018",1.0,2.3 and up
10204,Who Viewed My FB Profile,FAMILY,3.4,0.121,6.3,10000.0,Free,0.0,Everyone,Entertainment,"December 26, 2017",2.0,4.0.3 and up
10208,Who viewed my fb profile pro★★,FAMILY,4.5,6.396,4.2,100000.0,Free,0.0,Everyone,Entertainment,"August 17, 2017",24.4,4.1 and up
10209,Video Downloader For FB: Save FB Videos 2018,TOOLS,4.3,0.434,3.6,50000.0,Free,0.0,Everyone,Tools,"August 8, 2018",1.1.9,4.0.3 and up
10217,MultiMessage for FB Messenger,PRODUCTIVITY,4.2,0.182,7.0,50000.0,Free,0.0,Everyone,Productivity,"April 28, 2018",1.0.1,4.2 and up
10218,Messenger Kids – Safer Messaging and Video Chat,FAMILY,4.2,3.478,,500000.0,Free,0.0,Everyone,Communication;Creativity,"August 6, 2018",33.0.0.22.76,4.4 and up
10225,Video Download For FB,TOOLS,4.3,0.444,1.6,100000.0,Free,0.0,Everyone,Tools,"July 14, 2017",1.0,3.0 and up
10227,Video Downloader for FB,TOOLS,4.3,0.053,3.0,5000.0,Free,0.0,Everyone,Tools,"August 1, 2018",1.0.1,4.0.3 and up
10230,Download Facebook Photo Albums,TOOLS,4.0,3.84,2.5,100000.0,Free,0.0,Everyone,Tools,"June 2, 2017",2.4,4.4 and up
10234,IDM for Facebook ★ Downloader,PRODUCTIVITY,4.3,1.905,3.1,100000.0,Free,0.0,Everyone,Productivity,"October 17, 2015",7.95,2.3 and up
10240,Classic FC 64 IN 1,FAMILY,4.2,1.749,6.2,100000.0,Free,0.0,Everyone,Casual,"December 29, 2017",1.0.0,2.3 and up
10248,Cambridge English FC,FAMILY,4.4,0.761,11.0,50000.0,Free,0.0,Everyone,Education,"October 6, 2016",2.1.0,4.0 and up
10257,Chelsea FC Official Keyboard,PRODUCTIVITY,4.5,91.397,14.0,1000000.0,Free,0.0,Everyone,Productivity,"July 3, 2018",3.4.4,5.0 and up
10270,Galaxian(FC),GAME,4.5,0.002,7.8,100.0,Paid,1.99,Everyone,Arcade,"November 13, 2015",1.0,2.3 and up
10282,FD Shift Calendar Widget,TOOLS,4.1,0.981,0.073,100000.0,Free,0.0,Everyone,Tools,"March 16, 2011",1.2.4,1.6 and up
10283,Bank FD Interest Calculator,FINANCE,4.5,0.166,3.5,10000.0,Free,0.0,Everyone,Finance,"January 7, 2018",2.5,4.0.3 and up
10284,FD VR Video Player - (Stored),FAMILY,3.9,0.751,17.0,100000.0,Free,0.0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
10285,FD Mobile,FAMILY,3.9,0.053,7.9,5000.0,Free,0.0,Everyone,Entertainment,"September 20, 2017",2.1.2,4.0.3 and up
10287,FD VR - Virtual 3D Web Browser,FAMILY,3.8,0.729,30.0,100000.0,Free,0.0,Everyone,Entertainment,"March 9, 2018",4.6.12c,4.4 and up
10288,FD Community FCU Mobile,FINANCE,4.7,0.175,12.0,1000.0,Free,0.0,Everyone,Finance,"June 12, 2018",5.9.1.0,5.0 and up
10291,FD VR Player - for 360 Youtube,FAMILY,3.9,0.1,9.1,10000.0,Free,0.0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
10292,FD VR Store -VR Games and Apps,FAMILY,4.0,0.105,7.5,10000.0,Free,0.0,Everyone,Simulation,"November 30, 2016",3.6.1,4.4 and up
10293,Policy And FD Manager,FINANCE,4.3,0.02,4.8,500.0,Free,0.0,Everyone,Finance,"June 9, 2018",14,4.4 and up
10294,FD VR - Virtual Reality Camera,FAMILY,4.0,1.007,7.4,100000.0,Free,0.0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
10296,FD VR Theater - for Youtube VR,FAMILY,4.1,4.585,9.1,1000000.0,Free,0.0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
10297,Story Time FD,FAMILY,5.0,0.002,4.2,10.0,Free,0.0,Everyone 10+,Simulation,"March 25, 2016",1.1,1.6 and up
10298,FD Calculator | Term Deposit | Fixed Deposit,FINANCE,4.8,0.012,2.7,1000.0,Free,0.0,Everyone,Finance,"June 13, 2018",2.1,5.0 and up
10300,Financial Calculator India,FINANCE,4.6,13.819,3.9,1000000.0,Free,0.0,Everyone,Finance,"July 4, 2018",3.3,4.0 and up
10301,"FD Calculator (EMI, SIP, RD & Loan Eligilibility)",FINANCE,5.0,0.104,2.3,1000.0,Free,0.0,Everyone,Finance,"August 7, 2018",2.1.0,4.1 and up
10302,FD VR Cardboard Featured 360 Videos,FAMILY,4.2,0.076,35.0,10000.0,Free,0.0,Everyone,Entertainment,"December 19, 2017",4.5.1c,4.4 and up
10303,"EMI, FD, RD - Bank Calculator",FINANCE,4.7,0.042,3.5,5000.0,Free,0.0,Everyone,Finance,"April 2, 2017",2.3,4.1 and up
10304,FD VR Player - for Youtube 3D,FAMILY,4.0,2.378,9.1,500000.0,Free,0.0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
10305,RD/FD Calculator,FINANCE,4.4,0.092,1.5,10000.0,Free,0.0,Everyone,Finance,"January 31, 2017",1.2.1,4.0.3 and up
10306,FD VR Music Videos - MTV Pop and Rap in 360,FAMILY,4.9,0.015,26.0,1000.0,Free,0.0,Everyone,Entertainment,"December 19, 2017",4.5.3c,4.4 and up
10307,FD VR - Virtual Photo Gallery,FAMILY,3.5,0.179,7.4,10000.0,Free,0.0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
10308,Fix Deposit Calculator (FD),FINANCE,4.1,0.007,2.1,1000.0,Free,0.0,Everyone,Finance,"February 6, 2018",1.0,4.0.3 and up
10309,FD Interest Calculator,FINANCE,4.2,0.017,4.7,5000.0,Free,0.0,Everyone,Finance,"January 18, 2015",2.7,3.0 and up
10310,Deposit Calculator FD & RD,FINANCE,4.4,0.018,3.4,10000.0,Free,0.0,Everyone,Finance,"January 21, 2017",1.1,3.0 and up
10312,Banking Calculator,FINANCE,4.5,3.704,4.6,100000.0,Free,0.0,Everyone,Finance,"March 20, 2018",34,2.3 and up
10315,EMI/FD/RD/PV/IRR/BEP/EOQ Calc,FINANCE,4.5,0.058,2.7,10000.0,Free,0.0,Everyone,Finance,"December 9, 2015",1.6.3,3.0 and up
10316,EMI Calculator | FD Calculator | RD calculator,FINANCE,4.6,0.106,4.4,10000.0,Free,0.0,Everyone,Finance,"March 19, 2018",5.3,4.0.3 and up
10319,Fire Emblem Heroes,FAMILY,4.6,407.694,,5000000.0,Free,0.0,Teen,Simulation,"July 19, 2018",2.7.1,4.2 and up
10320,Santa Fe FCU Mobile Banking,FINANCE,4.3,0.012,9.0,1000.0,Free,0.0,Everyone,Finance,"January 22, 2018",1.18.4,4.0 and up
10321,FE Connect,TOOLS,4.8,0.024,4.5,5000.0,Free,0.0,Everyone,Tools,"September 14, 2017",2.3.0,4.0.3 and up
10322,FE Civil Engineering Exam Prep,FAMILY,2.8,0.009,21.0,1000.0,Free,0.0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
10323,FE CREDIT - TET VUI,FINANCE,4.1,0.125,15.0,50000.0,Free,0.0,Everyone,Finance,"March 6, 2018",1.2.1,4.1 and up
10324,FE Mechanical Engineering Prep,FAMILY,1.0,0.002,21.0,1000.0,Free,0.0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
10326,Comunidad De Fe Minitries,LIFESTYLE,5.0,0.019,11.0,500.0,Free,0.0,Everyone,Lifestyle,"March 1, 2018",1.1,4.1 and up
10335,Safe Santa Fe,FAMILY,5.0,0.002,12.0,1000.0,Free,0.0,Everyone,Education,"July 4, 2016",1.0,4.0 and up
10341,FE CPS,FINANCE,3.0,0.062,17.0,10000.0,Free,0.0,Everyone,Finance,"June 26, 2017",0.1.8,4.0 and up
10343,Santa Fe Indian Market,FAMILY,3.8,0.004,30.0,500.0,Free,0.0,Everyone,Entertainment,"July 23, 2018",5.11,5.0 and up
10357,Ríos de Fe,LIFESTYLE,5.0,0.141,15.0,1000.0,Free,0.0,Everyone,Lifestyle,"March 24, 2018",1.8,4.1 and up
10360,FG Mobile,FAMILY,3.3,0.13,13.0,5000.0,Free,0.0,Everyone,Education,"December 21, 2017",2.0.0,4.0 and up
10363,FG On-The-Go,TOOLS,4.9,0.055,25.0,1000.0,Free,0.0,Everyone,Tools,"June 29, 2018",2.01.0.2,4.1 and up
10370,BROTHER IN WARS: GUNNER CITY WARLORDS,GAME,4.3,8.649,39.0,1000000.0,Free,0.0,Teen,Action,"July 26, 2018",1.0.3,4.2 and up
10371,Angry Birds Space HD,GAME,4.5,43.645,46.0,5000000.0,Free,0.0,Everyone,Arcade,"May 25, 2018",2.2.13,4.1 and up
10372,Survival Prison Escape v2: Free Action Game,FAMILY,4.1,44.027,52.0,5000000.0,Free,0.0,Mature 17+,Strategy,"February 21, 2018",1.0.9,2.3 and up
10374,Police Car Driver,GAME,3.8,83.671,30.0,10000000.0,Free,0.0,Everyone 10+,Racing,"May 4, 2018",9,4.1 and up
10375,Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,0.164,17.0,10000.0,Free,0.0,Everyone,Action,"August 23, 2017",1.0,2.3 and up
10376,Moto Fighter 3D,GAME,3.9,85.41,39.0,10000000.0,Free,0.0,Everyone 10+,Racing,"September 20, 2017",20170920,4.1 and up
10378,BMX Boy,GAME,4.2,839.206,12.0,50000000.0,Free,0.0,Everyone,Racing,"September 20, 2017",1.16.33,4.1 and up
10379,Crazy Bike attack Racing New: motorcycle racing,GAME,4.2,20.364,45.0,5000000.0,Free,0.0,Everyone,Racing,"July 12, 2018",1.2.1,4.1 and up
10380,POLARIS 2MFG,FAMILY,4.8,1.228,29.0,10000.0,Free,0.0,Everyone,Education,"March 28, 2018",1.7,4.1 and up
10381,Gun Disassembly 2,FAMILY,4.1,26.347,48.0,1000000.0,Free,0.0,Everyone 10+,Entertainment,"September 15, 2017",14.0.1,2.2 and up
10382,Fields of Battle,GAME,4.1,71.476,50.0,1000000.0,Free,0.0,Everyone 10+,Action,"April 21, 2018",2.14,4.0 and up
10383,Family Guy The Quest for Stuff,GAME,4.0,995.002,,10000000.0,Free,0.0,Mature 17+,Adventure,"July 25, 2018",1.73.0,4.1 and up
10384,Ambulance Simulator 3D,FAMILY,3.9,29.415,66.0,1000000.0,Free,0.0,Mature 17+,Simulation,"December 11, 2016",2.0.1,2.3 and up
10386,Police Car Driving Sim,FAMILY,4.1,72.522,51.0,10000000.0,Free,0.0,Everyone,Simulation,"April 10, 2018",1.54,2.3.3 and up
10387,Toy Attack,GAME,4.2,3.878,69.0,500000.0,Free,0.0,Everyone,Action,"April 4, 2018",1.9,4.0.3 and up
10390,Disney Princess Palace Pets,FAMILY,3.9,60.097,19.0,1000000.0,Free,0.0,Everyone,Entertainment;Pretend Play,"February 10, 2018",5.1,4.2 and up
10391,Police VAZ LADA Simulator,FAMILY,3.6,3.502,61.0,500000.0,Free,0.0,Teen,Simulation,"September 11, 2016",1.3,2.3 and up
10392,Scary Video Maker,FAMILY,3.7,9.296,28.0,500000.0,Free,0.0,Teen,Entertainment,"July 24, 2018",1.14,4.1 and up
10393,SnowMobile Parking Adventure,GAME,3.6,12.257,49.0,1000000.0,Free,0.0,Everyone,Racing,"September 9, 2016",1.4,2.3 and up
10394,PBS KIDS Games,FAMILY,4.3,12.919,94.0,1000000.0,Free,0.0,Everyone,Educational;Education,"June 6, 2018",1.15.2,4.4 and up
10395,Zombie Sniper 3D III,GAME,3.9,8.122,23.0,500000.0,Free,0.0,Mature 17+,Action,"February 28, 2017",1.8,2.3 and up
10396,Family Guy- Another Freakin' Mobile Game,FAMILY,4.5,221.691,94.0,5000000.0,Free,0.0,Teen,Puzzle,"August 6, 2018",1.20.22,4.0.3 and up
10406,Puzzles Volvo FH 16 Trucks,FAMILY,4.8,0.01,8.2,1000.0,Free,0.0,Teen,Puzzle,"December 2, 2016",1.0,4.0 and up
10407,Jigsaw Volvo FH 16 Trucks,FAMILY,5.0,0.005,8.1,1000.0,Free,0.0,Teen,Puzzle,"December 1, 2016",1.0,4.0 and up
10408,Shoot Hunter-Gun Killer,GAME,4.3,320.334,27.0,50000000.0,Free,0.0,Teen,Action,"August 8, 2018",1.1.2,4.1 and up
10409,studentsLife by FH Kärnten,FAMILY,4.4,0.108,,5000.0,Free,0.0,Everyone,Education,"March 30, 2018",4.0.1,4.4 and up
10416,FH School,FAMILY,5.0,0.004,5.8,100.0,Free,0.0,Everyone,Education,"April 11, 2018",1.0.1,4.0.3 and up
10419,Fast Motorcycle Driver 2016,GAME,4.2,28.151,49.0,1000000.0,Free,0.0,Everyone 10+,Racing,"December 25, 2016",1.2,2.3.3 and up
10423,Angry Shark 2016,FAMILY,4.0,73.185,46.0,5000000.0,Free,0.0,Teen,Simulation,"November 1, 2017",1.6,4.0 and up
10424,First Hawaiian Bank Mobile,FINANCE,2.1,0.232,29.0,10000.0,Free,0.0,Everyone,Finance,"May 9, 2018",18.1.79,5.0 and up
10428,My Truck,TOOLS,2.5,0.247,8.2,10000.0,Free,0.0,Everyone,Tools,"March 15, 2017",1.0.6,4.2 and up
10429,Talking Tom Bubble Shooter,FAMILY,4.4,687.136,54.0,50000000.0,Free,0.0,Everyone,Casual,"May 25, 2018",1.5.3.20,4.1 and up
10430,Forgotten Hill: Fall,GAME,4.4,1.063,18.0,50000.0,Free,0.0,Teen,Adventure,"October 30, 2017",1.7,3.0 and up
10431,Forgotten Hill Mementoes,GAME,4.6,2.027,56.0,100000.0,Free,0.0,Teen,Adventure,"March 19, 2018",1.5,4.1 and up
10434,Talking Husky Dog,FAMILY,4.4,26.545,40.0,1000000.0,Free,0.0,Everyone,Casual,"July 20, 2018",2.08,4.1 and up
10435,Bubble Bird Rescue,FAMILY,4.2,70.753,14.0,5000000.0,Free,0.0,Everyone,Puzzle,"August 7, 2018",1.8.6,4.0.3 and up
10436,Forgotten Hill: Surgery,GAME,4.5,2.431,24.0,100000.0,Free,0.0,Teen,Adventure,"November 3, 2017",1.4,3.0 and up
10437,Real Airplane Flight Simulator: Pilot Games,FAMILY,3.3,21.735,37.0,1000000.0,Free,0.0,Everyone,Simulation,"July 11, 2018",1.0.03,4.0 and up
10438,Dolphin and fish coloring book,FAMILY,3.9,2.249,,500000.0,Free,0.0,Everyone,Art & Design;Creativity,"May 15, 2018",Varies with device,4.1 and up
10440,Forgotten Hill: Puppeteer,GAME,4.5,2.917,22.0,100000.0,Free,0.0,Teen,Adventure,"October 30, 2017",2.6,2.3 and up
10441,Airplane Fly Hawaii,FAMILY,4.1,83.427,16.0,1000000.0,Free,0.0,Everyone,Simulation,"January 30, 2015",2.6,4.1 and up
10442,FiSwitch,TOOLS,4.8,0.615,2.0,10000.0,Paid,1.99,Everyone,Tools,"July 24, 2018",5.2,5.0 and up
10443,Signal Info,TOOLS,4.6,0.424,3.5,10000.0,Free,0.0,Everyone,Tools,"December 19, 2017",0.11,6.0 and up
10444,Signal Spy - Monitor Signal Strength & Data Usage,TOOLS,4.4,0.875,8.5,100000.0,Free,0.0,Everyone,Tools,"December 31, 2017",1.9.9.5,5.1 and up
10449,Avast Wi-Fi Finder,PRODUCTIVITY,4.3,37.277,13.0,1000000.0,Free,0.0,Everyone,Productivity,"February 26, 2018",2.3.1,4.0.3 and up
10450,Police Field Interview FI Card,PRODUCTIVITY,4.5,0.112,2.4,1000.0,Paid,7.99,Everyone,Productivity,"March 16, 2017",3.0,4.0.3 and up
10451,LG Hi-Fi Plus Manager,TOOLS,3.5,0.154,3.4,10000.0,Free,0.0,Everyone,Tools,"September 6, 2016",5.0.6,6.0 and up
10454,Safe Wi-Fi,PRODUCTIVITY,2.9,0.032,9.7,1000.0,Free,0.0,Everyone,Productivity,"August 3, 2018",1.3.22,4.4 and up
10455,[root] Pry-Fi,TOOLS,3.9,6.736,0.072,500000.0,Free,0.0,Everyone,Tools,"February 2, 2014",1.20,4.2 and up
10457,WiFi Monitor Pro - analyzer of Wi-Fi networks,TOOLS,4.6,0.085,2.4,1000.0,Paid,2.99,Everyone,Tools,"July 5, 2018",1.9,4.0 and up
10458,Candy simply-Fi,LIFESTYLE,2.1,2.39,35.0,100000.0,Free,0.0,Everyone,Lifestyle,"July 17, 2018",1.8.4.7,4.4 and up
10459,SCI-FI UI,FAMILY,4.7,0.015,3.9,100.0,Paid,1.99,Everyone,Entertainment,"April 16, 2018",0.0.53,1.6 and up
10460,Wi-Fi Rabbit Unlock Key,TOOLS,4.5,0.142,0.026,5000.0,Paid,1.0,Everyone,Tools,"June 26, 2011",1.0.0,2.1 and up
10461,Wi-Fi settings shortcut,TOOLS,4.1,0.479,0.029,50000.0,Free,0.0,Everyone,Tools,"December 13, 2013",1.4,1.6 and up
10462,Wi-Fi Master,TOOLS,4.5,3.673,5.8,500000.0,Free,0.0,Everyone,Tools,"July 24, 2018",1.2.1,4.1 and up
10463,Micro Fi,FAMILY,3.7,0.039,2.8,5000.0,Free,0.0,Everyone,Education,"February 12, 2014",2.4,2.3.3 and up
10464,fi,FAMILY,2.9,0.691,5.8,100000.0,Free,0.0,Everyone,Strategy,"June 8, 2016",1.0.3,4.0 and up
10466,Wi-Fi Networks,PRODUCTIVITY,4.2,0.115,1.4,10000.0,Free,0.0,Everyone,Productivity,"October 5, 2015",1.4,4.1 and up
10467,FI CFL,FINANCE,3.7,0.112,3.9,10000.0,Free,0.0,Everyone,Finance,"July 5, 2018",1.1.1,5.0 and up
10468,Tassa.fi Finland,LIFESTYLE,3.6,0.346,7.5,50000.0,Free,0.0,Everyone,Lifestyle,"May 22, 2018",5.5,4.0 and up
10475,Wi-Fi Visualizer,TOOLS,3.9,0.132,2.6,50000.0,Free,0.0,Everyone,Tools,"May 17, 2017",0.0.9,2.3 and up
10476,Lennox iComfort Wi-Fi,LIFESTYLE,3.0,0.552,7.6,50000.0,Free,0.0,Everyone,Lifestyle,"March 22, 2017",2.0.15,2.3.3 and up
10478,Sci Fi Sounds,FAMILY,3.2,0.004,8.0,1000.0,Free,0.0,Everyone,Entertainment,"November 2, 2017",1.0,4.0 and up
10480,FJ 4x4 Cruiser Offroad Driving,FAMILY,4.1,3.543,49.0,500000.0,Free,0.0,Everyone,Simulation,"January 4, 2017",1.1,2.3 and up
10481,FJ 4x4 Cruiser Snow Driving,FAMILY,4.2,1.619,43.0,500000.0,Free,0.0,Everyone,Simulation,"June 4, 2018",1.3,4.0 and up
10484,"FJ Final Join , Circles Game",GAME,4.7,0.032,24.0,1000.0,Free,0.0,Teen,Arcade,"July 11, 2018",0.24,4.3 and up
10487,Driving n Parking School 2017,FAMILY,4.5,0.015,46.0,1000.0,Free,0.0,Everyone,Simulation,"May 31, 2017",1.0,2.3 and up
10489,Offroad Cruiser,FAMILY,4.3,42.432,36.0,1000000.0,Free,0.0,Everyone,Simulation,"July 13, 2016",1.3,2.3.3 and up
10492,4 x4 Offroad SUV 3D Truck Simulator Driving 2017,FAMILY,4.4,0.032,37.0,1000.0,Free,0.0,Everyone,Simulation,"December 6, 2017",1.0,2.3 and up
10493,Cake Shop - Kids Cooking,FAMILY,4.3,30.668,33.0,5000000.0,Free,0.0,Everyone,Casual;Pretend Play,"July 16, 2018",2.1.3181,4.0.3 and up
10498,OFF-ROAD SIMULATOR 4x4 : REAL,FAMILY,4.2,0.109,25.0,10000.0,Free,0.0,Everyone,Simulation,"April 15, 2017",1.4,2.3 and up
10503,Offroad 4x4 Car Driving,FAMILY,4.3,26.224,43.0,1000000.0,Free,0.0,Everyone,Simulation,"April 29, 2017",1.0.4,2.3 and up
10504,Motocross Beach Jumping 3D,FAMILY,4.0,105.954,43.0,10000000.0,Free,0.0,Teen,Simulation,"June 5, 2018",1.7.3,4.1 and up
10505,Offroad drive : 4x4 driving game,GAME,3.5,2.071,36.0,100000.0,Free,0.0,Everyone,Racing,"June 29, 2018",1.0.3,4.1 and up
10506,Hair saloon - Spa salon,FAMILY,4.2,38.473,23.0,10000000.0,Free,0.0,Everyone,Casual;Pretend Play,"April 11, 2018",1.0.5,4.1 and up
10507,Rope Hero: Vice Town,GAME,4.4,452.589,99.0,10000000.0,Free,0.0,Mature 17+,Action,"July 1, 2018",2.2,4.0 and up
10508,Drive 4x4 Luxury SUV Jeep,GAME,4.2,2.183,46.0,500000.0,Free,0.0,Everyone,Racing,"July 10, 2018",1.12,2.3 and up
10511,Motocross Mayhem,GAME,3.8,35.171,45.0,1000000.0,Free,0.0,Everyone,Racing,"February 11, 2014",1.2,2.3 and up
10512,Funny Jokes,FAMILY,3.9,2.505,2.9,100000.0,Free,0.0,Mature 17+,Entertainment,"June 18, 2018",1.2,4.1 and up
10513,Flight Simulator: Fly Plane 3D,FAMILY,4.0,660.613,21.0,50000000.0,Free,0.0,Everyone,Simulation,"March 1, 2017",1.32,2.3 and up
10514,Motocross Fun Simulator,FAMILY,3.8,22.57,35.0,1000000.0,Free,0.0,Everyone,Simulation,"January 9, 2017",1.2,2.3.3 and up
10515,Dino Defends king 3 – Dinosaur T rex Hunter Games,GAME,3.6,0.182,41.0,50000.0,Free,0.0,Teen,Adventure,"March 1, 2018",2.1,4.1 and up
10516,Fast Notes FJ,PRODUCTIVITY,4.2,0.012,2.2,500.0,Free,0.0,Everyone,Productivity,"August 12, 2014",8.0.0,2.2 and up
10518,Block Gun 3D: Haunted Hollow,GAME,3.8,16.282,35.0,1000000.0,Free,0.0,Teen,Action,"October 9, 2017",1.1.4,2.3 and up
10520,Driving Suv Toyota Car Simulator,FAMILY,3.7,0.187,54.0,10000.0,Free,0.0,Everyone,Simulation,"November 12, 2017",1,4.0 and up
10521,Navy Gunner Shoot War 3D,GAME,4.0,103.199,44.0,10000000.0,Free,0.0,Teen,Action,"August 2, 2018",1.0.7.8,4.2 and up
10522,Drift Legends,GAME,4.2,33.788,27.0,1000000.0,Free,0.0,Everyone,Racing,"March 29, 2018",1.8.5,4.1 and up
10526,Fairy Kingdom: World of Magic and Farming,FAMILY,4.4,129.542,63.0,1000000.0,Free,0.0,Everyone,Strategy;Creativity,"July 23, 2018",2.4.9,4.0.3 and up
10531,Kernel Manager for Franco Kernel ✨,TOOLS,4.8,12.7,10.0,100000.0,Paid,3.49,Everyone,Tools,"August 3, 2018",3.2.5,5.0 and up
